id,description,title,repin_count
218143175685804404,Beautiful Gravel Patio With Pavers Design Ideas 51,,0
780248704183660001,Arc,,0
780248704182374874,Damsel in Dior | New Home Reveal,,0
780248704182374865, ,,1
780248704182374851, ,,0
780248704182374843,"Designer living in Hudson! 2 bed + office, Walk to Warren Street | Listings Project Nov 20, 2019",,1
780248704183659993,studio ko entry Greenhouse,,1
780248704183659975, ,,1
780248704183659980,"Vora Villas in Santorini, Greece by K-Studio | Yellowtrace",,0
780248704183659969,Photo Miguel Flores Vianna _,,0
780248704183659999,Mercedes Lopez Coello on Instagram: “Bon profit”,,0
780248704183659986, ,Guest Bedroom,0
780248704183659998,"#ASODesignerSpotlight:  A conversation with Jake Arnold, the self-taught designer with swoon-worthy projects and work ethic like none other.",,0
780248704183659983,Olson Kundig — North Seattle Residence,,1
780248704183659991,The most beautiful holiday getaways to pine after–or book–this holiday season,,0
780248704183659989,italian farmhouses | Flickr - Photo Sharing!,,0
780248704183659978,Step It Up. XK #photographerunknown,,0
780248704184525631, ,,0
218143175689931112,Women’s Italian Merino Rib Turtleneck | Everlane,,0
218143175689931106,Women’s Felted Merino Half-Zip Sweater | Everlane,,3
218143175689931080,Oversized Boxy Shearling Jacket - Black - Jackets - & Other Stories,,0
218143175689931073,Wool and cashmere high neck sweater - Women - Massimo Dutti,,6
218143175689931063,Black leather down jacket - Women - Massimo Dutti,,2
188658671887799672,"Inspired by croissants, these earrings from designer Jennifer Zeuner put a playful twist on French Girl style. Chunky and bold, yet designed to be lightweight, our Hero is the MVP of jewelry—wear it for every day and special occasions, and/or gift them this holiday season.",The HERO: JENNIFER ZEUNER JEWELRY,5
188658671887795152,"For those who have everything, you know you have to bring your A game with a gift that checks every box. Whether the recipient has plenty of coin to spare or not—our luxe gift guide features the best of the best at every price point. Special, high quality, and super chic, discover the presents you’ll want to keep for yourself.",LUXE GIFTS,2
188658671887791488,"When planning your cold season getaways, turn to these snow-covered destinations for a refreshing New Year reset and let our edit inspire your packing list.",Chic Escapes: ‘Tis the SKI-SEASON,2
188658671887789173,"Instantly recognized for their use of crystals, the optimum decadence of NY-based AREA will take your breath away. Each couture-level design is a display of quality craftsmanship, textile development, and innovative embellishment.",AREA,3
188658671887788729,This is the ‘it’ bag of 2023: the hobo bag was forecasted to be one of the most hyped bags as we transition into the new year!,Shop The Perfect Hobo Bag,13
188658671887788728,Metallic bags are the perfect outfit staple for Christmas/New Year and a great festive accessory to have!,Metallics Are Trending this Winter:,9
188658671887788727,This JACQUEMUS Le Bisou calf hair shoulder bag is on everyones wishlist this winter!,JACQUEMUS Essential ,12
188658671887785937,"It all starts with the first step—get where you need to in the New Year with our latest edit of bestsellers. Featuring the chicest heels from Amina Muaddi, quirky boots full of personality, designer sneakers for every day, and so many more alluring styles, this is the footwear selection of your dreams.",SHOE BESTSELLERS,6
188658671887783095,"As we wrap up 2023 and embark on 2024, we’re taking cues from our December/January cover and embracing the classics with a modern touch. Clean lines, minimal details, neutral colorways—shop timeless essentials from Chloé, Prada, Missoni, Advene, Stand Studio, and more coveted brands.",Shop The December Issue,1
188658671887779075,"The best in beauty and skincare essentials are coming straight to your inbox with our curated edit of beloved brands and fresh products. From gifting ideas and holiday makeup to effective tools, we’ve got you covered.",NEW Beauty ARRIVALS,2
188658671887775921,"We’re firm believers in ending 2023 with a bang and starting 2024 with an even bigger bang—and you can achieve it all with this Miu Miu bag on your arm. Our Hero is a prime example of why the Italian powerhouse is responsible for so many trendsetting and viral moments each season. Embracing exuberance, luxury, and all that sparkles, the iconic Wander bag is covered in crystals for a spellbinding effect. See how our editors styled it! #SHOPBAZAAR",This Miu Miu Bag Is the Most Brilliant Accessory Of The Season ,5
188658671887775029,An edgy leather dress is always street style approved!,Staple Leather Dress,5
188658671887771928,"Whatever your holiday plans, getting all dressed up is half the fun. Suiting up for the holidays is our definition of “timeless style.” Details like satin lapels, pleated tailoring, and metallic shine come together beautifully to make it one of your best looks ever.",Holiday Dressing,3
188658671887767268,Jean Paul Gaultier dresses elevate any outfit and will make a bold statement!,Jean Paul Gaultier,45
188658671887767267,A bold lace dress is a wardrobe essential for your dressy evenings out.,Wardrobe Essential: Lace Dresses ,9
188658671887766944,"Everyone has that “hard to shop for” person on their gift list where their discerning tastes can make you second guess your choice. Don’t stress, our latest edit of bestsellers was especially curated for guaranteed-gift-giving-success. Can’t go wrong ornaments, extra fine fine jewelry, coveted beauty sets, budget-friendly finds—this is your one-stop shop for the perfect presents.",Gift Bestsellers,0
188658671887764995,"Nothing beats a great pair of jeans— From fit to wash, never before has the art of the blue jean been so meticulously focused. Our new arrivals are all about embracing that laid-back '90s vibe. Get ready for a stylish winter in our relaxed denim pieces.",ALL ABOUT THE ‘90S: RELAXED DENIM FOREVER,10
188658671887761148,"Lifestyle brand Flamingo Estate elevates daily moments into revitalizing rituals. Working with a network of incredible farmers to source high-quality ingredients, the California-based label champions slow ways and ancient practices. You’ll use these top picks everyday: organic cold-pressed olive oils, intoxicating jasmine and damask rose bar soaps, Tuscan rosemary candles, and more!",Flamingo Estate,3
188658671887757994,"NY-based Mounser knows how to turn up the dial. Each standout piece of jewelry is larger-than-life infused with artistic and playful overtones. Expect asymmetrical earrings, juicy rings, and sculptural pendants.",MOUNSER,8
188658671887754348,Sometimes your loved ones need a little assistance and not-too-subtle hints when finding the right present for you. Help your S.O. out by forwarding them this list of luxe gifts you actually want. Discover the ultimate must-haves of the season.,Gifts To Forward To Your Significant Other,8
188658671887750591,"If you ever wanted proof that “good things come in small packages,” our Hero from Prada is the only confirmation you need. Introducing the cutest little luxury you’ll obsess about until you’ve collected every colorway and style. This micro bag is all about making a big statement and will bring you and everyone you gift it to an endless amount of joy. Our editors love the glistening exterior, iconic triangle logo, drawstring closure, and adjustable shoulder strap.",THE HERO,11
188658671887746144,"Esquire Fashion Editor Alfonso Fernández Navas shares his manifesting wardrobe picks for a modern revamp. ""As the calendar year ends, his mindset is about manifesting 'the new you in the new year'. With a fresh slate in 2024, Embracing new style goals by giving your wardrobe a modern revamp will be well worth the closet real estate.""",Editor's Picks,1
188658671887742213,"When attending Art Basel Miami Beach, your look should be a work of art in itself—full of energy and intrigue that will garner notice. Enter buzzy brand Ashish. The glimmering, vibrant sequins will inspire the days ahead and the mini lengths will keep you cool in the tropical climate.",Get Ready For Art Basel,2
188658671887739820,"Maximize your holiday look with the perfect finishing touches. Our latest edit of bestsellers features designer Airpod cases, embellished socks, sparkling tennis necklaces, lovely hair bows, Fair Isle scarves, investment watches, festive clutches, and more accessories that will take your party attire to the next level.",HOLIDAY ACCESSORIES,10
188658671887736212,"Brought to you by the editors of Harper’s BAZAAR and with 155+ years of fashion and beauty authority, we present only the best of the best. Thank you for trusting our edit and opening your closets to SHOP BAZAAR—more exciting and exclusive buys to come.",Happy Holidays:,4
91620173664424320, ,,0
91620173664424319, ,,0
91620173664424318, ,,3
91620173664424317, ,,1
91620173664424315, ,,1
91620173664424312, ,,9
91620173664424311, ,,0
91620173664424310, ,,3
91620173664424309, ,,2
91620173664424307, ,,1
91620173664424302, ,,4
91620173664424299, ,,14
91620173664424297, ,,1
91620173664424295, ,,0
91620173664424286, ,,4
91620173664424283, ,,1
91620173664424280, ,,4
91620173664424277, ,,0
91620173664424260, ,,1
91620173664424259, ,,20
91620173664424257, ,,3
91620173664424256, ,,9
91620173664424253, ,,0
91620173664424252, ,,8
91620173664424250, ,,2
47639708551522524, ,,0
47639708551509599, ,,0
47639708551509596, ,,0
47639708551509592,"Klassiska chelsea boots i konstläder, mocka och textil. Mjuka och följsamma boots dam med en skönt dämpande sula i TPR-gummi.  * Bekväm passform * Dämpande sula * Fin materialmix av konstläder och mocka",Women's Boots T1700 Chs Tnl,0
47639708551509591, ,,0
47639708551509589, ,,0
47639708551509580, ,,0
47639708551509578, ,Gaura 'Whirling Butterflies',0
47639708551490997, ,,0
47639708551490989, ,,0
47639708551468306, ,,0
47639708551468304, ,,0
47639708551468303, ,,0
47639708551466722, ,- ̗̀𝒘𝒆𝒓𝒆𝒏𝒐𝒕𝒔𝒐𝒖𝒍𝒎𝒂𝒕𝒆𝒔  ̖́-,0
47639708551461196, ,,0
47639708551454910, ,,0
47639708551449442,"Nesso Table Lamp stems from the visionary identity. Its’ iconic curves wind into a true collectible, an expressive statement piece of internationally acclaimed calibre and fame. An iconic piece having staged its presence in various landmarks, Nesso Table Lamp is considered a valuable piece of art. Please note: Your payment does not include customs duties, local taxes or any other import costs. If you have any questions about our products, please contact us and we will get back to you within 24 h",Nesso Table Lamp - Dia 32cm x H 22cm / Orange / UK plug,0
47639708551449414, ,,0
47639708551449411,Elsie De Wolfe Life Quote Typed on Typewriter | Etsy,,0
47639708551449409,Fotos para portadas #detodo # De Todo # amreading # books # wattpad,,0
47639708551449407,"About this product The KIN Mushroom - Italy Designer Led Mushroom Table Lamp adds a modern and minimalist touch to your home with its unique design. Featuring an LED light for efficient energy efficiency, this Italy designer lamp is perfect for bedroom, living room, and hotel decoration lighting. Enjoy bright, yet gentle illumination with this stylish and efficient lamp. SPECIFICATIONS Wattage: 6-10W Warranty: 2 Years Voltage: 90-260V Technics: Spent grinding Switch Type: Sensor Style: Modern St",KIN Mushroom - Italy Designer Led Mushroom Table Lamp - Orange / AU Plug,0
