reviewId,content,score
9e7b6938-f38e-40a5-a64b-adc6b05c812f,Mera tiktok sahi nahi je,2
fa2111d3-0440-4a5e-b48e-aad03b68fe3e,It is fun and enjoyable,4
3410d058-f098-4e6d-b6b8-b41666bd3747,"Unbanned account appeal :- I used to upload good videos on Tik Tak which included videos related to art, motivational , entertainment. I adhered to the tik tak policy at every step. I apologize if there has been any unintentional violation. After today I will do my best to follow the tick tock policy. So please restore my account.",5
127f2cc4-77d5-484a-b39c-d8100cbade93,New account ki id please help you UK account please paise kamane ka mauka den please main bahut pareshan hu please,5
5f9eab78-f41d-466a-86a9-275a03bf6040,Open Live of Pakistan 🙏😢,5
14ded8b5-f510-40a6-b330-92addac57e0f,Good app,5
5ed71117-5c22-431f-ada2-f0d4f3b06661,Hello tiktok team My account viral only video please my account unfreez,3
afcd20bf-fe9c-42a5-ba6c-4cf8429dce54,Good,5
f86e7baa-000d-46f8-9943-2c2c1c5177ed,My TikTok no update what problem slow,5
be7e1e97-931c-4960-aed4-854d7df81404,mojeebaknmis ss,1
588b170d-0382-4782-b0ab-ca9758ca9555,Best aap for fun,5
b6931be1-7c9d-4069-8625-f55ba7e6e849,"I would give 0 if I could. The app is good, but the moderation is so bad that I cant even bother considering the app itself. There is no reason gore and CP should be so easily accessible on a app mostly filled with kids to teenagers. It's not even just rare freak accidents of seeing it or a quick glance before it gets taken down, they'll be up hours, hundreds of likes, everywhere. Comments, pfps, videos, slideshows, fyp. Please don't let your kids have this app, you dont want them exposed to it.",1
bf22d817-7b6c-4a80-8198-72e8dd334ee9,Hello friends in this video I will describe you how to fix account warning on tiktok | tiktok account warning problem solved | tiktok account warning problem tiktok account warning | tiktok account warning problem and solution | How to fix account warning on tiktok | how to set Tiktok account warning | tik tok account warning ko kaise theek Karen (1st Account Warning Appeal) Hello Tiktok Team! hope you are fine! A warning is coming to my account .i am sorry for my mistake. At first i did not,4
3f431cb4-25ff-47b0-b532-5e79caff22db,Good but msg problem,5
4111435a-f878-49ec-b79c-c11c7552eb83,Download,2
91b385e5-ccb7-4481-9ba3-589cabcdb9fe,Best app,5
b9519c37-f2bf-40c6-85aa-076a46f353af,Nice,5
adc075c6-e378-43f4-885d-59158f65fbcf,🥰🥰🥰🥰🥰,5
8454879d-1314-47ef-af46-ab8760d7c269,Hammadali,5
ce118c12-96b7-47c7-8539-f2984822dd57,Absolutely fuming. They blocked me from buying coins for nothing and also when i follow someone it instantly unfollows them i have messaged them countless times and they just keep repeating themselves in the reply with no resolution. Sort your staff out very rude and disrespectful,1
610412fc-9965-4e9c-bc5e-2e3fcde6f6a6,Md.yeamin.,2
4c872314-3b4a-4600-b576-feb88a3c0cf5,Nice,5
cb419090-d6b8-4195-abfd-0cf88e8a0e10,This tiktok is good forever,5
d3799528-aae9-4502-a8ee-d1f6e7f5c0d9,Good,5
3537f67f-40a0-4aef-a0f3-5897ec2a3a6e,TikTok earn money option,5
f26219b0-c2ce-4de7-bf87-2da6aa033caa,It's a trap,1
875f74cd-2526-4f24-b8f4-f6acebe8e8c0,Hlo Viral my I'd plz muji TikTok video 📸,5
3365ed7b-6da1-4d4e-ab0b-139b944a2724,This is very interesting app,5
343b5595-5869-4264-8696-3699d605f310,Tiktok is my favourite app,5
947c9595-9f1d-49b3-83a3-585a473ac6c6,ওিেহক গজ নৃহজজজ হহজকজ ৮,5
0e92bd52-21e9-440a-adcb-e382569f65f7,Kebab.,5
bf7bedf4-f4dd-4b45-bfa9-6b66dd62ae66,Real app,5
5a4b0b7b-9516-4a52-adc9-710a9bf0ff06,One of my fav apps but there is alot of those stupid lives and silly adds in it... btw i still love tiktok!!,4
539352f6-2708-41e4-b8f9-4fd71c2ca76a,Thank you,5
5f01e27c-c6ee-494d-96dd-be3150cbb554,Nic,5
b144415b-7783-4acd-bc16-f4637563fdfb,I don't have any money to pay for the car and I will be there at the same time I don't have a car so I can get a ride to the airport on Friday and I will be there at the same time I don't have a car but I can get a ride to the airport on Sunday and we don't know yet I can 😬 a good night at a ride with us 😁😉😉😉😉😉😉😉😊😁😊😁😊😁😊😁😊😉😁😊😁😊😁😊😁😊😁😊😁😊😁😁😊😁😁,3
c6c0605a-1762-4e1d-a41c-66b99c2a4bfa,Wow....nice application,5
f24fe566-6b5b-4e98-b983-1ef3f22a25cb,I used to use this app till I figured out it has no security that's actually working correctly and is gonna be sued by the usa so I don't want any part of that I even deleted my old account after a few years and even was sad because I knew that the years they had been around they been collecting data unknowingly and I figured that out actually just from scanning the app with a few different software cleaners and and software checks and they all said unknowingly virus is in your phone 💀,1
35a9570a-0ac2-4b38-8680-fae97724efa2,please daowlnf app,5
cf262936-9607-4d29-a46d-6c614e1416f0,JArin,5
fbff0f8b-aa47-4101-bf44-1c052e028384,ও ললিতে আর যাবো না বেগুন তুলিতে,5
18f66cac-f2ff-424c-ad62-872cb2f717ce,Rabbi,5
b178b7ba-f296-468f-ab01-4b22e378fbc3,আমি আছি ভাইয়া,5
1413a369-4dd8-4d57-a399-e222f1c7464c,Radhika,5
1796db82-83aa-46ae-892b-b25491d04a4d,This is great,5
259fc10f-15e0-4ea2-ac63-a42e20a47834,I like it 👍,5
d8c1ede4-4838-4b30-b8b6-fa134d0c38a9,Nice,3
124a273b-fb41-4f76-9a85-7feb07026b12,Bast app for world 🌍,5
67d15c01-105f-4414-9093-2df228b767be,Tik Tok have a lots of fun,5
1b092a7b-cd44-4b64-b7b3-8c7f4d62561f,I'm kinda nervous because I think it's TikTok it's not good but it's so good I can play all day I can watch all day because this is so kinda popular to me are you,5
6b0f9ec6-17d9-4a5d-a1a8-b8d3ea46f17c,Received content warnings for publicly available information that i originally learned on tiktok,1
d533c029-467b-4fb3-bcdc-448d1d7484d9,Stay halal🙂,2
0e4d39c6-e990-430b-9254-8680c46ccc9d,TikTok team please don't under views my post please my all post's viral please,5
4c056394-5ba8-4c0d-924d-598fd5fb23aa,Good,5
144cbf6d-3045-4696-a4c5-76233fe902f5,Not this open this my tik Tok app why any problem,5
ee6f0a80-dd11-4133-88f2-b57fbdce8ea0,এমডি হাসান,5
62357545-96f1-4ed5-b2d0-5e4b874f0fff,It's very good❤️‍🩹🌝,5
b27c2585-f54a-4670-8e82-b9d72bfeddfc,Support me TikTok,5
a32d9959-0b3c-4f3f-8ef2-081d4c2594d7,👎👎👎,1
dd38ebe3-91a5-4e41-b819-ba79c8b83d7e,I appreciate,5
d0aecb64-a83a-4ac6-9cd2-12e41ec59950,Good,5
71756e57-9067-4b42-9cf9-41b32e0c1c7a,Profile picture Shfiq Haidari,5
882e2cc2-4c62-4b5c-90c4-281aff3a3ed4,Please tiktok support team please help me please my account recovery kro,5
d2494c67-5a09-4bd6-ba34-4234c226e693,amazing ❤️,5
fdd648b9-b3f0-4852-a599-7f8aee3485cb,Plz unfreeze my account,5
8d453c9f-8800-4d1c-b6dc-672e12fbd268,Splendid 💜,4
0d147fb5-e473-4142-903c-3fe0f12f30ed,🥰🥰,3
6d5b6d2d-b89b-465b-b775-98185da21413,Nice app,5
cbe46978-ace2-4762-9d71-576527efe070,plz unband my tik tok,1
6979e019-3d82-47ad-8f71-07931d360206,Ajwa,4
605fac9e-07d6-43db-bba6-6339bfe120cf,Live TikTok open TikTok stidu,5
496e1b6f-a0c0-49d2-beb6-524a1f014061,I love this app 🥰,5
f069feb1-ab0b-43cb-9aa9-98c0679e0e39,MD NadiM,1
a642b638-8fcb-4c97-a74a-ede9f66db5fd,Very good,5
7c0a3f27-1540-4c74-9167-0e2275b5eea6,🥰🥰😘😘,5
3549be69-5309-4036-ada8-aa9a217224df,ooooooook,3
7952837d-a461-4925-b970-eba02fa4c39a,زۆر باشە,3
d2e47981-0e91-4994-8658-ca9b35275c93,Waheed Awan Azad kashmiri rawalkot,5
3530051a-bb84-40b8-9b7d-28aef366495b,𝑺𝒐 𝒇𝒂𝒏𝒕𝒂𝒔𝒕𝒊𝒄,5
76a3bf22-ccfb-48a4-9754-44f7cb4f5d4d,It's actually perfect app and I love it,5
aaee3adb-eef1-44f4-8f85-1baef259f66c,This app is nice,5
8db4b0ee-ae10-431b-9354-9cab4b37195f,This app not running last 24hour again try to try but not respond this app why ???,1
26b6dc5b-0df9-49d3-bada-24c3939d1af4,Good,5
635b3783-ffee-4d47-9c81-a7848f0e7c1c,"M,A,Amjad Hossain",3
e0225e0e-04a6-4a51-9cc4-82d31592550b,Thank you for all TikTok members,5
b6a5ee69-870f-405d-ba24-8ac35f636f5c,Hope,5
e8202f17-b23b-498c-8142-45660526a3b7,"Dear TikTok Support Team, I hope this message finds you well. I am writing to appeal the ban on my account, [@iqcricketediting]. I believe my videos adhered to TikTok’s community guidelines, and I am uncertain why my account was banned. I value the TikTok community and strive to create content that is engaging and respectful. I kindly request a review of my account and the videos in question. I am eager to understand any issues and rectify them to align with your guidelines. Thank you for your",4
d889005d-0a9a-4c9c-91be-6efd0ffbc8e8,I like tiktak,5
8bb92f1f-d9ec-4caa-9ef9-9165e18115ad,Wast time,1
2d6a19d6-25b4-4387-89d0-12a8778f9f4c,"This app has obnoxious issues you can't follow new users as it sounds now it so rampant and obvious people are complaining Tiktok you guys should make sure the app is qualified in all ramifications and features partening the app I do love the app but things aren't working the way it suppose to be, it may make you guys discourage new users from partaking distinguishly please you guys should work on the app",3
3861ce95-9285-4fbb-9316-57240773c280,My app store can't download this app?... what's the problem?,1
f5db1959-55c6-485f-8a72-4afd438afa27,Please stop forcing me to download this app and I don't like that it keeps popping up on my phone. It's invasive and annoying.,1
a24f9c8a-eb1d-4059-8680-1e4a4866b70b,Rhine jvfy kjvtfc jjovdk,5
46b68b56-ba04-4cb0-a600-385a3060f1ce,Love it,5
fab7fab6-34db-4458-9712-2b500631bf22,M A Jolil,1
9f3e7bb6-23fa-4bb6-8acf-0d0932abbc17,Tajmul Hossain kane,5
411bc361-de8c-4f93-9386-d198cadafe64,Hi TikTok team! My TikTok I'd Username= (toqeer.sehzad) I report a problem that when I reply a comment there is no option of video recording in reply of comments 😭 Please TikTok team fix this problem.😭,1
bdfc2b57-4ede-47d4-91df-76996867ff47,Good ap,5
1b43459d-e404-47c8-90be-7aae25d6ba58,'%4@?)6 stvhi,5
2b678d69-cda0-4bba-ba25-2226bd956d34,this app usually hung hung i don't know my phone is a problem or what,1
57ee1b6d-2a1b-4d9f-a147-d1857abbd722,Badaljamali,3
07bd4a18-035b-4c72-ad3a-1142caa25305,Abhi abhi download kiya age dekhte ha,1
97e9f3f7-f2fd-4623-8aac-e5fcf3b569c3,TikTok Team plz provide Live option thanks,5
4ac725ed-996d-4359-929e-9f93b7794c8f,Please TikTok team for you me,5
da37dbf9-5010-4840-b8f8-0c6906e28a34,Rupok,5
3b03c1c5-38bd-45e1-b657-39537001ef20,FAHIM,5
f8515728-213c-4664-9b37-338724610dca,শেয়ার,5
067447ea-a30c-4d08-be2e-6843ec207ff8,Good work,5
a11fb10b-e088-4eb5-80d0-67392f39ca09,its amazing you get to text ur friends and family a 5,5
5e1db0c9-5ae2-4145-91f4-c1ad0f6ffd1c,This is good app,5
2cba4869-fb86-4577-a7ba-8c9bcbd5c115,I like the color,5
b823bbce-b8c3-44c1-928b-e3f5888f6a80,আমার সুখে থাকার কারণ দুঃখ হলে শেয়ার করতে পারি,5
5e8b86f3-9286-49dc-8cfe-a46a48b9c1a3,Perfect and easy to use😁😘🥰 but why isn't it working now? It can't even open😢,3
4dc60005-0a2c-430d-8d65-1a2bea28feee,فار یو پر ویڈیو,3
49b92ce7-c309-4863-8fb7-b9613738454e,Poti bondi app,5
46cacf8e-e571-4f07-9654-160ee445af65,Good 👍👍👍👍,5
5168524c-0c5b-4206-b3eb-33e99b89fa59,Not sure if it's the app or my phone but it's hasn't been working all that well all night!!!? What's going on!!! Is it my phone,2
a6b4a320-638f-4794-ac58-f1525ed6a659,I lik the tiktok very well on my lif,5
68f3ebb9-b7e6-4fe3-b533-1bda925cc228,I love going on tiktok. I think I'm addicted it's so fun I get to meet ppl from all over the world and interact with them. I get to watch videos and I also get to earn money. Tiktok is the best app ever 😊,5
854127ce-9ee0-4a1b-94d0-e711d59c21db,Rashid. Khan,5
5adc77e9-50cd-41f7-b956-7ee805bc20a3,TikTok I'd Jannat khan84,5
f9c95b12-7a2a-4e41-b1dc-1ee08fdd2a02,Verry wonderful application,5
70370e76-081f-4c25-91da-0ad66db24022,Hello tiktok team I upload my original content on tik tok and I work hard on tiktok but still my voide is not going viral my tiktok account is freeze so please unfreeze my account Thank you,1
39779676-f43a-4877-a3d3-bc56564e0e91,Hadndgg,5
1b2d7dc4-c1c7-474f-a952-c36849c368a1,Hi sir,5
8477c30e-af11-43b9-a88e-c54b8ac07331,100000M❤️‍🩹🥰,5
007b2037-7ac8-402c-a9c3-cc4be9c1f2b0,I'm so lovely app for tiktok. and does this app allow users to download and view contact offline? Can you send digital gifts with this app? For you and follow me.,3
baa60c06-670e-4469-b3b5-e062a8cdf7da,নিরব,1
03368dae-16a9-4687-8ae0-b17e003217d1,good apps,5
fd24d324-4c47-4b2a-8027-66771f78d5dc,Bilalkhan,5
ba939065-da3b-4634-a60c-a89777c849d7,Xxxxxxx xxxxxx xxxzz xz xza,3
ac8d9944-2fd0-4139-af0a-7ad0c59d1894,Ok,5
b11bb5ce-157b-4eeb-9620-34d19248c66d,app is very powerful,1
f965e133-f436-43f6-a681-8cb1be9ab420,I love 😍 the,5
8851eeab-ce6f-424b-a558-b7d369f6e8c5,My best favourite application 🫶,5
cb9af98d-d31a-41b3-baa7-f419115f3484,Nice apps,5
171eaab3-5e03-4ea3-84fa-dbd81e37f3f5,Very nice experience with TikTok i am thankful to you and your management ♥️🙏🏿♥️,5
09f3a18f-fd12-44a4-bb38-252e8b60d4fb,خوبیش است,5
54282f34-a2a3-4410-964f-1cae5a0d2fdb,Fun and love,5
16aa23fe-9441-4e45-ae6a-0f9282701475,I can't get tiktock shop,1
99ce65c9-32eb-4590-b509-97b078977a53,Wow,4
639f76a4-7c03-41f1-ac26-87716b1b0a10,Tik Tok video upload problem,2
7e64fac5-620c-4445-a935-f77de23d2224,MB sound,2
d2d7d460-95fa-4f93-b8c1-0954e68ed0d9,Funny sh** got see what I see,4
5517c504-2886-49f7-9351-ea6641e30904,So Nice,5
4694db70-b233-49a2-b754-941f014444af,Uh,5
cba814f0-8540-4296-8b01-309be1bfc71a,"I guess free speech isn't free anymore. NOT TO MENTION tiktok has tried to ban me over using the Word ""idiotic"" that's the only conclusion I can come up with because they have not given me any other reason to ban me. Jesus you liberal cucks, wake up!",1
ec3afb26-91d4-48d0-9a8b-5e0cc412c5c0,Good apps,5
ac5360ed-7c5d-4c38-ad57-a721c79dd497,Good app,5
e6a860fd-1333-4a02-b309-4ede36e8ab65,Best plat form,5
266797e5-a759-4693-9357-8d4c2b9509fe,Jean loveli,2
a9b11e5c-9974-43b3-9915-6d3085284501,Actually it's a most application I have ever got on my device thank you,5
dd56d8c5-1786-4304-84b8-9eca2f9ce03d,"Dear TikTok,I am very effort on TikTok but my views likes followers not increase",2
956de35d-a13f-4ca5-bc09-4fc5b28271bb,It is bad app that can not show you videos I was try to post some videos it didn't and in the same moment doesn't show me any videos for my Friends who I follow,1
806e2e59-6d67-422f-b2dc-28f6d18f91b7,Great app. Tictoc shop affiliate / creator is my reason for download.,5
18aaf474-5c85-4e35-84da-b4d8473a8e35,"Tiktok is full with offensive material yet wen I commented my mind with using swear language they gave me a warning. Horrible horrible. The worst of the worst. When you try speaking your mind to criminal individuals on video who promote hate, they restrict your msg as inappropriate. But the video content is fine.",1
c729e404-84d9-4655-808c-f52249e5e903,i ❤️ u,5
c9141406-94d4-4c7d-b48d-d90ef49620c0,Good,1
1b69f6dd-af0d-48c0-9990-7c448271a11a,I love this app,5
8ff9060d-2327-4ce1-bc48-1d015049f5bc,osam,5
a8096096-a9a5-403a-9962-9ffef6f53f68,"Tiktok is good for entertainment and talking to friends to a point but there are a lot of concerning things about the app like products that help with theft,racism, transphobia,homophobia,bullying,death threats, childeren faking an higher age that are under 13, sexually explicit photos or videos sometimes of minors which that is very wrong ,saying stuff like their going kill themselves or hurt themselves or already have,and with photos,faking illnesses.",2
e81538c1-167b-4f3a-9a69-57c5c69df6e7,Good,5
c1a71da5-50d6-4e43-8206-3e2276a38d0b,Tik Tok,2
49d7b116-95d5-406f-b706-c8a3dbe0f8f6,"Invalid parameter , I can't login my tiktok",1
ec454f0e-1439-45ea-be70-033ec7eca922,ভালো,5
5f208272-2b93-43c4-8477-9494dbf62138,"I enjoy the comedy, educational and amusing skitts and talent people can share. However the majority of people on' livetok ' are trying to sell stuff which is interesting to ask the vendors questions about the products they sell.",3
0d6511f0-fd21-4a5a-aaab-a11f9389d343,সপল,5
09588b79-c5ea-46b6-a136-02de4577560e,Too many young kids on here. They should moderate their content better,3
c7b7151c-5209-4329-866d-be3f5041d933,status,5
2653a095-1308-4607-8df3-698e95a34cf9,"Excellent essential social media experience 2 issues please put a confirmation before entering a live. Scrolling only to enter a live then have to exit to keep scrolling is cumbersome. 2nd a security issue. Whenever I use the search function, scrolling through search results, some bug or intrusive code tries to disconnect my always on VPN, I'll the get a warning that ""My Network is Unstable"" Checking the device and some capture code rifles through the contact list, network provider invasively",5
b241c76a-7b84-48a6-83f5-678df05e03f5,Gamer niter ff gd four u,5
2dde60f6-6fbc-4f01-83ff-4e61500803e8,AIIah,5
51e16b77-2d41-4498-b21e-7667ddd228fa,Excellent,5
b45a0527-38cd-4672-a772-d02c34727831,Open app,1
fa65ead8-ee2e-4e90-ad2e-19d7a1340cfe,Good,5
34baf2f0-3944-43e1-9929-cc64532aab11,"Addicting, buggy, mostly almost naked girls, silly trends, mods block you for calling out lies",1
98f63c5e-927a-4a54-9663-7fc4eeb920e8,Nice👍👍👍👍👍👍 work,5
da5c55c1-3e9c-476b-94a9-0c0fc1f0bb8f,Great,5
e9f5ec05-acab-4b89-b9ac-17082d6f7999,Good,5
2f32926a-dbb5-476e-97d9-150eb9ca07f3,النور بلڈنگ شاپنگ سینٹر کلی نادر عبدالرحمن زئی,3
5048b59e-38d9-496a-a290-868742d05ca9,Beautiful app 😻😻😻😘,5
d4531d78-3577-40f3-9dd1-bd5aa7d3139a,Freind,5
de897d80-419c-43e3-a37d-6aa9d15b1607,Okay,3
31388b6f-d9b0-4357-95d6-05be9083e1af,Absolutely amazing so much entertainment and sooooo funny Its a really good app. And that there's more is even better.,5
b1c1e845-67e2-4b23-b4f9-5229e69cd9d3,I am addicted to it I would every time I open my phone I go to it,5
3a5c235e-fd0a-4cac-a7de-60b584c8a53a,Mera account for you pe chalao please tiktok,5
9c1427cf-7039-4a8c-9e5a-96d868aa767d,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5
2f876114-8d6a-44cf-8de5-e334a33a46e9,No views my account 😭,5
2e0db28d-9c40-4a65-9743-67e3da89e8d1,Alaw my tik tok polizz relme c 25 s,5
935047ce-8abb-48a8-9c55-69ebef2444ce,Tiktok star,5
d33f0eb1-b0fd-495a-ad01-9c0febc15bd3,Amazing,5
9828dfbc-c316-4d5e-84a8-e6302455770d,Nice app,5
94365daa-2e3b-4dfd-9770-5454ab806269,Guftgu Yv,5
26e42dce-0926-4d3b-abbb-c45e601926b0,The AP is too slow,1
e886b2f2-0d60-4c80-aa8b-d53ed0d59db0,True xtry,5
f5489eee-6319-4a74-b600-39e0fe70fa95,Good app @Adnan.malik3321,4
a793bba2-3b66-46e7-8f02-432218c15c8f,Really extraordinary,5
5f6c7ee2-4c95-40f6-b995-2340b2e52af8,The best thing so funny,5
55697aa3-bb1e-41e1-b5fc-2bd033a99bb1,I lost brain cells,1
4377e66a-060f-4817-b164-5210d9bd0955,I love watching tiktoks I cant even explain how amazing it is recommended,5
88d692a5-a9e6-4873-bd57-b4b9054cdaa7,Video not responding,1
3e15cb3c-4de6-411e-84e5-9a242527735d,Raja John 01,5
ed2b6a40-5306-4ff0-ac25-e0e24c54b082,It is very nice app for you guys to come over and I will be in about a half ☺️😅 I will get it to you guys I am not,5
dc2fd4b4-951f-4ccc-a4a9-2d8452c9a07d,I like it 👍,5
cf54e584-cdf3-43be-8e67-6fbba88b7b14,Alihaider you,1
4551d8ac-06af-4a03-9117-84362e032ff2,Nice,5
b36b054a-1e6a-4bf8-b9a6-67b313befc75,Good app,5
e5452edc-afdb-4f2b-a9af-77922a184b6a,"it""s",5
131637fd-b884-4442-9705-41517e50d4a8,Haroon said,5
0668896a-67b9-46e0-823f-c4421fcf5850,Nice app,5
95060ba3-4f86-4c6e-94e0-84d2b5bcc60e,💙,5
8df139ee-c248-44a1-8e6d-502b83ee8d97,Nice,5
b7735b97-7546-4065-973b-06ba3a596006,Very nice app love it and this made my life 10 times better,5
84a0c903-efd0-497f-be0d-31575cf629f8,Niec,5
47223cf4-fc54-4263-8913-47b81fbebf16,Tik Tok team support my tiktok account,5
5a267e56-851c-4d08-b4c8-a0cb6c92717b,"J'ai une idée mais ce n'est pas une critique pour l'application, je veux juste voir si nous vous donnons la possibilité, à vous les TikTokers, d'épingler des cadeaux dans les commentaires des vidéos, il serait possible que l'option fonctionne mieux.",5
128c168c-de01-4818-bdf0-4b65361ca0e7,Awesome it is a very informative and entertaining app,5
6114a988-afbf-45e0-b716-6413b12cc5dc,Very good 👍 the TikTok,5
ef3fa243-025f-4170-b3a1-31c46dc64154,Hi tikok Bay Bay,5
1d6a6105-7b69-4d57-a078-278419b77272,Good,5
5a909a35-32cf-4c8f-bed2-7022556eefdb,Best ap,4
6e5096eb-7be5-45b2-9595-6f74d207f9ff,Tiktok banana,5
616b8695-d934-43f0-8c68-fc61bf4f1886,Sabita Nepali SabitaNepali,2
b44e3a9a-caf9-42d9-89e8-7e2fe9d8b1d3,Ok,5
41852a55-70f0-4777-903c-0c7c1cd87863,Tayyab,5
78c928ee-ba04-4a6e-a14a-7f5a839ee463,My TikTok is always going off and I don't the cause.,1
751632c1-1300-40e5-9d25-e6f365b7a213,Am very interested and would love dis app.,4
b7295206-fe65-4c06-805d-7f6deb749caf,TikTok my video viral hiii ni krty ho ap,5
5fb4cadc-556a-45bb-8ad6-dc64caf8c7fa,Thank your TikTok teams. Viral all videos TikTok ❤️,5
f8f8fac3-4984-4f64-b417-3da126d5157c,Very good,5
16fad2eb-a01c-4995-9f4d-dd6a5ad623c3,Tteifd,3
ba443f69-39b3-4aa5-959a-bc7bf22fccb7,improve my Tiktok,5
dd0ac587-b602-40b7-a5d6-09fdebd9b96d,It's just tiktok,5
500eb4bd-2f62-4039-a224-1b51bb6499ed,"Goofy,",1
9c5fbb68-a243-4f78-8241-9dceb5e441ef,wow,5
0bbe38b3-a927-41f9-909d-67a00b5c30c3,I love tiktok BUT recently when I was opening the app it said that I was banned from tiktok for something I didn’t do my account is still up and running so I just figure that by the time tiktok would let me sign in BUT 2 month of not being in tiktok and it still says that I can't login or even create a new account i did try sign in with a new phone but it dose not let me idk what I did wrong but tiktok please fix this I didn’t do anything wrong I am at age to use tiktok FIX THIS,2
d8f6b81b-1043-4127-85a3-bdeaecea89a8,love me some tictok,5
ef0e94ed-b3cd-48fc-b984-82eeaa215c5c,MY FABARATE APP,5
98ba9aa8-bd79-450e-b913-4fa3fe71869a,Dilbar,5
6fdad613-b9d1-498e-bb82-723747fbfb6d,Pointless and dumb app. Would give 0 stars if I could. Please stop flooding ads into other apps.,1
ee6ca26a-fbf6-49e3-96e2-0c4c3f3b1a94,Good Apps,5
caf07c7f-c562-4965-8bf5-3ebd9cc45846,It's amazing,5
36a04ffa-2b2f-46e5-923b-97d9d7ce4ab1,I have been working hard on account but not More views and not viral please check my account and unfreez my account,2
8d8680e1-5a5a-4892-ab48-00c412026643,It's my new happy place 😁🎮🎮😃,2
65d66b1e-a53e-474b-95e8-fc4b08c71205,Jonana Gilbert 254,5
08ed771a-5069-4d44-917e-a5675005c4e5,Tiktok wala bhie please mArey video one please vireal my one video 1 . . -,5
122c674c-5a90-41bf-94aa-b090b0e18f58,best,5
d450ebe5-a9f2-4a06-a36f-5a7c7ed9cde3,"I'm sick and tired of the ads I get to use this app. Please, stop giving me these stupid ads that literally nobody wants.",1
eac7418b-5172-4eec-8f2c-b87454f0b57e,So much censorship. STOP wasting time with this app. Worst app ever.,1
9e666f3f-4495-4d8f-b082-d9d7b645a11b,It keeps giving videos that is not in my language,3
cdf1498c-93be-4ee5-9589-2040c1e66a9e,Tik Tok Open,5
32357221-dd9f-4883-8f57-16bb394b793b,Teamwork,5
eac5ebeb-9cd5-481e-8e44-c4fd8efdcdb0,"What happened to the sound options? I was able to type in any band or type of sound and there it was. Now I have limited options and what I do have, I've never heard of before!",2
8877936a-10d1-4b37-acc1-d7e769cde227,আসে না,3
07fb6a8a-6374-4d27-a638-0bb2a987711c,Boho achi ha,5
dbf14342-2ed7-41b1-bef1-bd90108b2866,Md Anoyar Hosen,5
0edd05fe-ea49-4c7a-be41-a6016d4cee59,Nice funny ap,5
5de82ffd-6ce3-4104-a94c-9e5485e5b3bf,"A majority of my messages with a friend on tiktok just disappeared, and it shows up on the website. I tried reinstalling the app, but it just got rid of more messages! I tried restarting my device, but that didn't do anything",1
d7f3e65c-0766-4f01-905f-47fef71ae623,Heyy I can't get my direct message option,1
2dd10429-0ef0-452d-aef1-8d14073511ba,TikTok team please promote my account Because I'm use this account 4 years,5
ee07cc23-fe07-493c-8885-c2f5390879f2,I was banned for no reason,3
a593a3c1-59ea-41fb-9faa-3622a973f47f,Wow,5
a21f53ea-173d-401f-9439-5f7430a54529,This app is destroying my mental health.,1
ff8bda5e-581a-4bb6-b691-f02793286819,😁😁😁😁😁😁😁😘😆😁😁😁😁😁😁,5
7eedf69c-230e-46b1-883a-83950fd6639e,Sir tiktok app problem is located In Pakistan,1
d6158d07-11b2-4732-85a1-99218f1cf2cb,Good,5
5fce9e81-65f0-404d-b3bc-ff5cb503f30c,Komal,2
7125ed5e-b389-4ffc-8ce3-95dee52f143e,Nice👍👍👍👍,5
c0748f79-b2db-406d-9160-93b64e46ca23,My love tiktok live in tik tok comedy,5
edf9fe64-788e-4ad8-af40-743b3f6fa9cc,Running,5
9a124e55-0bbc-40d6-9f29-641ab0772265,please check my account why not open internet available but show something wrong no Internet connection please recover my account something went wrong what is this,1
9717d4f8-f763-4c5c-8f55-46e63f62661f,The songs 😘😍🫶🤩🥰💯,5
1f7232bd-4bfc-4060-a4dd-c2180bddbca4,All good plz no likes on my video,5
7426e370-b33c-46c0-ae76-07a028bed955,Enjoying life with TikTok,5
ef6ce534-6cec-47df-8805-7c53125aa985,Very bad,5
4d50f9ee-5f63-4679-95f9-cd6c1d84b2f4,Best TikTok ever,5
86b06beb-4f85-414b-acc2-fe5a9b34eda9,Kamran Khan,5
85d77527-368d-402b-87e8-baeba273a6ab,My experience 5years,1
3f732a85-9274-4407-bb2f-d2874fe6aa3e,yvoesa 🤔,5
7788b00a-31d7-4939-ba1a-de15b41d6381,JOYTO,5
679f0c84-537f-406c-94dd-eb95b2aeb5bc,Nice app,5
a4671585-f2be-4948-aa7f-d7cbab1537a2,"They banned my account permanently,, even though I've NEVER had a account with them ever before to ban. I'd give 0 stars but they don't have it",1
0b316202-3d1b-411e-bc36-7e2ccce54f5a,The best ever.,5
877ead92-355d-4604-8eed-f2f0836af4b8,I love it,5
9e5949ac-bc24-478e-8256-e3d3baa3256d,Great aopy,5
a1158396-59fb-405d-93f5-ab99f504b935,belal.mv,5
5727a075-b081-4921-8514-356d75ea2af2,TikTok is very good 👍😊 app but not follow and views my id,5
e317b6f0-aaa1-4c44-a9d8-0190bdc774ba,It is amazing🤩😍 I love it ❤it is just like wow wow wow just wow super amazing😍 💗💗,5
